gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000253346.1	0	0	0	0	0	0	
ENSG00000254152.1	0	0	0	0	0	0	
ENSG00000127589.4	145	84	110	137	81	86	
ENSG00000254109.5	137	95	103	91	84	105	
ENSG00000157110.15	2099	2340	2284	2220	2151	2016	
ENSG00000279041.1	62	88	114	90	91	109	
ENSG00000197265.8	2570	2963	2921	2440	2840	2546	
ENSG00000253112.1	0	0	0	0	0	0	
ENSG00000253457.2	0	0	0	0	0	0	
ENSG00000254172.1	0	0	0	0	0	0	
ENSG00000104687.13	15352	18520	16965	16291	18805	16484	
ENSG00000104691.14	871	1014	851	956	1060	854	
ENSG00000271081.1	0	0	0	0	0	0	
ENSG00000104695.12	7637	8437	7638	7993	7893	7500	
ENSG00000133863.8	19	21	25	27	34	25	
ENSG00000253204.1	4	2	6	7	1	2	
ENSG00000253793.1	0	0	0	1	0	0	
ENSG00000172733.11	6	13	5	1	7	2	
ENSG00000165392.9	1577	1719	1696	2100	1843	1590	
ENSG00000253579.1	0	0	0	0	0	0	
ENSG00000253961.1	1	0	1	1	0	1	
ENSG00000229211.3	0	1	2	3	0	1	
ENSG00000253377.1	0	0	0	0	0	0	
ENSG00000254095.1	0	0	0	0	0	0	
ENSG00000253275.1	0	0	0	0	0	0	
ENSG00000222468.1	0	0	0	0	0	0	
ENSG00000157168.18	17485	19990	18652	16639	17309	16617	
ENSG00000253974.5	0	0	0	0	0	0	
ENSG00000252261.1	0	0	0	0	0	0	
ENSG00000200246.1	0	1	0	1	1	0	
ENSG00000254049.1	0	0	0	0	0	0	
ENSG00000212407.1	0	0	0	0	0	0	
ENSG00000247134.6	1072	1206	933	977	1016	897	
ENSG00000254346.2	0	0	0	0	0	0	
ENSG00000254090.1	0	0	0	0	0	0	
ENSG00000253393.1	0	1	1	1	0	0	
ENSG00000253993.1	0	0	0	0	0	0	
ENSG00000252735.1	0	0	0	0	0	0	
ENSG00000272338.2	25	20	20	19	13	15	
ENSG00000172728.15	762	968	804	868	939	793	
ENSG00000254061.1	0	1	0	0	0	0	
ENSG00000129696.12	811	870	850	772	900	811	
ENSG00000198042.10	3147	3394	3377	3504	3509	3294	
ENSG00000239039.1	5	2	4	7	2	2	
ENSG00000253232.1	0	0	0	0	0	0	
ENSG00000252505.1	0	0	0	0	0	0	
ENSG00000253995.1	0	0	0	1	0	0	
ENSG00000133874.1	235	266	209	295	253	189	
ENSG00000240189.3	0	0	0	0	0	0	
ENSG00000133878.8	5	11	14	7	3	6	
ENSG00000253642.5	0	0	0	0	0	0	
ENSG00000253684.1	0	0	0	0	0	0	
ENSG00000263794.2	0	0	0	0	0	0	
ENSG00000253569.1	0	0	0	0	0	0	
ENSG00000240738.1	0	2	1	1	1	2	
ENSG00000188512.6	14	6	12	15	5	6	
ENSG00000254194.5	0	0	0	0	0	0	
ENSG00000254302.1	0	0	0	0	0	0	
ENSG00000253108.1	0	0	0	0	0	0	
ENSG00000254033.1	0	0	0	0	0	0	
ENSG00000215264.4	2	0	1	1	1	0	
ENSG00000254344.2	0	0	1	0	0	0	
ENSG00000243181.2	1	0	4	7	2	2	
ENSG00000156687.10	31	24	21	30	29	13	
ENSG00000279099.1	0	0	0	0	0	0	
ENSG00000232024.2	173	202	201	220	183	179	
ENSG00000253452.5	0	0	0	0	0	0	
ENSG00000253524.1	1	0	0	2	0	1	
ENSG00000254309.1	0	0	0	0	0	0	
ENSG00000253504.1	0	0	0	0	0	0	
ENSG00000254384.1	0	0	0	0	0	0	
ENSG00000253685.1	0	0	0	0	0	0	
ENSG00000253610.1	0	0	0	0	0	0	
ENSG00000206871.1	0	0	0	0	0	0	
ENSG00000254320.1	0	0	0	0	0	0	
ENSG00000253363.5	0	0	1	0	2	0	
ENSG00000244708.1	0	0	0	0	0	0	
ENSG00000199985.1	0	0	0	0	0	0	
ENSG00000215262.7	0	0	1	0	0	1	
ENSG00000274489.1	0	0	0	0	0	0	
ENSG00000219491.6	0	0	0	0	0	0	
ENSG00000243503.2	0	0	0	0	0	0	
ENSG00000254038.1	1	0	0	0	0	0	
ENSG00000253650.1	0	0	0	1	0	0	
ENSG00000253123.3	0	1	0	0	0	0	
ENSG00000253746.1	0	0	0	0	0	0	
ENSG00000253161.5	1	0	3	1	3	4	
ENSG00000253388.1	0	0	0	0	0	0	
ENSG00000253414.2	1	0	0	0	0	0	
ENSG00000254111.2	0	0	0	0	0	0	
ENSG00000254290.1	39	45	45	53	43	43	
ENSG00000254306.1	0	0	0	0	0	0	
ENSG00000253344.1	0	0	0	0	0	0	
ENSG00000223215.1	0	0	0	0	0	0	
ENSG00000183779.6	567	576	397	707	605	449	
ENSG00000253181.1	0	0	0	0	0	0	
ENSG00000183154.1	1	2	1	5	3	2	
ENSG00000147475.15	4071	4052	3498	4304	4019	3648	
ENSG00000233170.4	21	33	32	24	30	22	
ENSG00000147471.11	2411	2648	2413	2476	2511	2320	
ENSG00000020181.17	501	487	333	576	435	332	
ENSG00000104221.12	824	885	826	867	958	855	
ENSG00000156675.15	2377	2752	2861	2719	2718	2615	
ENSG00000280064.1	13	6	7	7	8	6	
ENSG00000241032.3	0	0	0	0	0	0	
ENSG00000169154.6	0	0	0	0	0	0	
ENSG00000285880.1	0	0	0	0	0	0	
ENSG00000188778.5	0	0	0	0	0	0	
ENSG00000270865.1	0	0	0	0	0	0	
ENSG00000187840.4	3106	3571	3198	3668	3520	3210	
ENSG00000260949.1	6	7	7	3	5	7	
ENSG00000272128.1	0	0	0	0	0	0	
ENSG00000129691.15	2134	2346	2129	2645	2262	2017	
ENSG00000253437.1	0	0	0	0	0	0	
ENSG00000240015.2	1	0	0	1	0	0	
ENSG00000147465.11	13	9	8	20	19	8	
ENSG00000253356.1	16	18	5	26	16	11	
ENSG00000175324.9	2345	2621	2462	2630	2405	2347	
ENSG00000253739.1	1	3	1	1	3	2	
ENSG00000156735.10	1442	1666	1403	1529	1501	1303	
ENSG00000248585.2	1	0	0	0	0	0	
ENSG00000285632.1	1	3	2	2	0	0	
ENSG00000085788.13	3657	3838	3369	4042	3623	3144	
ENSG00000147535.16	1417	1276	1103	1545	1324	1116	
ENSG00000147548.16	4786	5583	4714	5627	5199	4411	
ENSG00000255487.1	6	5	4	3	3	3	
ENSG00000254898.1	2	1	1	1	0	1	
ENSG00000272092.1	20	27	19	19	26	26	
ENSG00000165046.12	182	194	181	191	202	199	
ENSG00000077782.20	10570	12431	11286	11381	11701	10687	
ENSG00000272159.1	16	9	22	29	13	21	
ENSG00000255201.1	4	5	1	1	2	0	
ENSG00000239218.2	20	35	56	53	34	54	
ENSG00000196166.4	0	1	0	3	3	1	
ENSG00000253361.2	4	0	0	1	1	1	
ENSG00000253570.1	46	48	27	46	34	33	
ENSG00000254321.1	0	0	1	0	0	0	
ENSG00000147526.19	7449	8277	7167	7769	7253	6917	
ENSG00000207258.1	0	0	0	0	0	0	
ENSG00000253586.1	0	0	0	0	0	1	
ENSG00000253829.1	0	0	0	0	0	0	
ENSG00000169499.14	2692	2824	2900	3125	2695	2930	
ENSG00000253645.1	2	1	3	4	1	1	
ENSG00000169495.4	2	6	5	4	4	9	
ENSG00000169490.16	3737	4000	3770	3970	3884	3763	
ENSG00000168615.11	24624	26778	24377	25968	25199	23900	
ENSG00000207199.1	0	0	0	0	0	0	
ENSG00000197140.14	43	37	28	37	37	26	
ENSG00000243095.1	0	0	0	0	0	0	
ENSG00000253160.1	0	0	0	0	0	0	
ENSG00000196115.13	0	0	0	0	0	0	
ENSG00000197475.11	0	0	0	0	0	0	
ENSG00000254067.2	0	0	0	0	0	0	
ENSG00000168619.15	0	0	0	0	0	0	
ENSG00000104755.14	0	0	0	0	0	0	
ENSG00000253332.1	0	0	0	0	0	0	
ENSG00000253233.1	0	0	0	0	0	0	
ENSG00000131203.12	1	0	1	0	0	0	
ENSG00000253939.1	2	1	0	1	0	0	
ENSG00000253838.1	0	0	0	0	0	0	
ENSG00000254287.1	0	0	0	0	0	0	
ENSG00000188676.13	2	6	1	2	4	3	
ENSG00000253790.1	0	0	0	0	0	0	
ENSG00000253381.1	0	0	0	0	1	0	
ENSG00000253665.1	0	1	2	0	1	2	
ENSG00000176907.4	12725	13207	10896	13456	12001	9846	
ENSG00000254143.1	67	62	57	68	65	66	
ENSG00000253802.1	283	226	163	297	190	180	
ENSG00000253354.1	0	0	0	0	0	0	
ENSG00000272479.1	3	1	2	3	1	0	
ENSG00000165061.14	261	304	207	289	257	193	
ENSG00000254383.1	0	0	0	0	0	0	
ENSG00000206867.1	0	0	0	0	0	0	
ENSG00000104332.11	6969	6267	4902	6829	5498	4711	
ENSG00000263372.1	0	0	0	2	0	0	
ENSG00000239281.2	0	0	0	0	0	0	
ENSG00000253509.1	0	1	1	0	0	1	
ENSG00000206852.1	0	0	0	0	0	0	
ENSG00000238936.1	0	0	0	0	0	0	
ENSG00000253396.1	0	0	0	0	0	0	
ENSG00000147533.16	2701	3099	2659	3066	2760	2568	
ENSG00000253943.1	3	1	7	1	2	3	
ENSG00000147536.11	5701	6189	5203	6337	6360	4991	
ENSG00000253133.1	8	4	1	12	3	5	
ENSG00000253174.2	6	7	4	23	5	2	
ENSG00000158669.11	7774	8740	7306	8199	8341	7470	
ENSG00000264578.1	27	34	22	51	27	23	
ENSG00000165066.12	0	0	0	0	0	0	
ENSG00000029534.20	920	898	809	627	570	753	
ENSG00000274705.2	2	0	0	0	1	0	
ENSG00000283450.1	0	0	0	0	0	0	
ENSG00000253389.2	0	0	0	0	0	0	
ENSG00000207101.1	0	0	0	0	0	0	
ENSG00000260588.1	15	16	7	13	10	8	
ENSG00000241834.3	0	0	0	0	0	0	
ENSG00000083168.10	3706	4033	3958	4466	3918	3770	
ENSG00000238966.1	0	0	0	0	0	0	
ENSG00000244235.2	0	0	0	0	0	0	
ENSG00000253135.1	0	0	0	0	0	0	
ENSG00000271938.1	0	4	2	3	2	0	
ENSG00000261449.1	0	0	0	0	0	1	
ENSG00000070718.11	1712	1910	1795	1858	1974	1639	
ENSG00000104368.17	327	265	203	344	210	214	
ENSG00000253408.5	1	0	4	0	2	0	
ENSG00000104365.14	3055	3375	2775	3190	3208	2602	
ENSG00000070501.11	768	769	770	734	818	722	
ENSG00000240395.1	6	7	2	7	3	1	
ENSG00000104371.4	0	0	0	1	0	0	
ENSG00000078668.13	9105	10611	10044	9871	10182	9352	
ENSG00000168575.9	1232	1500	1268	1504	1429	1292	
ENSG00000254131.1	0	0	0	0	0	0	
ENSG00000254165.1	15	23	13	33	20	17	
ENSG00000176209.11	728	721	566	835	750	609	
ENSG00000147432.6	0	1	1	0	0	0	
ENSG00000255101.1	0	0	0	0	1	1	
ENSG00000255361.1	0	0	0	1	0	1	
ENSG00000147434.8	2	0	1	2	1	1	
ENSG00000131931.8	807	918	798	845	841	795	
ENSG00000120925.15	1867	1863	1547	1860	1657	1420	
ENSG00000242719.3	0	0	0	0	0	0	
ENSG00000284062.1	0	1	0	1	0	0	
ENSG00000168172.8	2574	3028	2756	3234	2528	2551	
ENSG00000202514.1	0	0	0	0	0	0	
ENSG00000254673.1	0	0	0	0	0	0	
ENSG00000168522.12	2103	2122	2092	2144	2108	1982	
ENSG00000200731.1	0	0	0	0	1	0	
ENSG00000185900.9	223	264	205	193	203	199	
ENSG00000254198.1	0	0	0	0	0	1	
ENSG00000165102.14	3838	4258	3429	4402	3890	3253	
ENSG00000253611.1	0	0	0	0	0	0	
ENSG00000253884.1	0	0	0	0	0	0	
ENSG00000255166.1	0	0	0	0	0	0	
ENSG00000253312.1	0	0	0	0	0	0	
ENSG00000253186.2	0	0	0	0	0	0	
ENSG00000253606.2	1	2	0	4	3	1	
ENSG00000234713.3	0	0	0	0	0	0	
ENSG00000253707.1	0	0	0	0	0	0	
ENSG00000188877.12	0	0	0	0	0	0	
ENSG00000238509.1	0	0	0	0	0	0	
ENSG00000255497.1	0	0	0	0	0	0	
ENSG00000254342.1	0	0	0	0	0	0	
ENSG00000201329.2	0	0	0	0	0	0	
ENSG00000250637.2	0	0	0	0	0	0	
ENSG00000254069.2	0	0	0	0	0	0	
ENSG00000253319.1	0	0	0	0	0	0	
ENSG00000253418.1	0	0	0	0	0	0	
ENSG00000254145.1	0	0	0	0	0	0	
ENSG00000253748.2	0	0	0	0	0	0	
ENSG00000253195.2	0	0	0	0	0	0	
ENSG00000253845.1	0	0	0	0	0	0	
ENSG00000253198.1	0	0	0	0	0	0	
ENSG00000276685.1	0	0	0	0	0	0	
ENSG00000253425.2	0	0	0	0	0	0	
ENSG00000248498.4	0	0	0	0	0	0	
ENSG00000254070.1	0	0	0	0	0	0	
ENSG00000251470.1	0	0	0	0	0	0	
ENSG00000228984.3	0	0	0	0	0	0	
ENSG00000250857.3	0	0	0	0	0	0	
ENSG00000253314.5	0	0	0	0	0	0	
ENSG00000253828.3	0	0	0	0	0	0	
ENSG00000282321.1	0	0	0	0	0	0	
ENSG00000252594.1	1	0	0	0	0	0	
ENSG00000254118.1	0	0	0	0	0	0	
ENSG00000254156.1	0	0	0	0	0	0	
ENSG00000253803.1	0	0	0	0	0	0	
ENSG00000253745.1	0	0	0	0	0	0	
ENSG00000253782.1	0	0	0	0	0	0	
ENSG00000215179.5	1	0	0	2	1	0	
ENSG00000222099.1	0	0	0	0	0	0	
ENSG00000248347.3	0	0	0	0	0	0	
ENSG00000285992.1	0	0	0	0	0	0	
ENSG00000200986.1	0	0	0	0	0	0	
ENSG00000188873.4	10	6	5	7	5	3	
ENSG00000248531.3	2	1	0	2	0	0	
ENSG00000254348.1	3	4	0	3	1	2	
ENSG00000255366.1	12	9	8	15	13	7	
ENSG00000253502.1	0	0	0	0	0	2	
ENSG00000253817.1	0	0	0	0	0	0	
ENSG00000215177.3	0	0	0	0	0	0	
ENSG00000164808.16	2383	2589	2133	2697	2351	2097	
ENSG00000253330.1	11	6	6	11	15	5	
ENSG00000269924.1	1	2	4	1	4	2	
ENSG00000251354.3	0	1	1	0	0	0	
ENSG00000254065.1	5	0	1	0	1	2	
ENSG00000207369.1	0	0	0	0	0	0	
ENSG00000221869.4	893	939	520	1086	1114	728	
ENSG00000253729.7	19615	23451	26430	28060	23232	22342	
ENSG00000207450.1	0	0	1	0	0	0	
ENSG00000104738.17	15999	18296	17282	18170	18625	15779	
ENSG00000222522.1	0	0	0	0	0	0	
ENSG00000169139.11	4004	4570	4309	4737	4515	4190	
ENSG00000253843.1	0	0	0	0	0	0	
ENSG00000253654.2	0	0	0	0	0	0	
ENSG00000252710.1	0	0	0	0	0	0	
ENSG00000277418.1	0	0	0	0	0	0	
ENSG00000224594.2	0	1	1	3	3	0	
ENSG00000279881.1	0	0	0	0	0	0	
ENSG00000253140.1	0	0	0	0	0	0	
ENSG00000253688.2	0	0	0	0	0	0	
ENSG00000253608.1	0	0	0	0	1	0	
ENSG00000233858.4	0	0	0	0	1	0	
ENSG00000253702.1	0	0	0	0	0	0	
ENSG00000253455.1	0	0	0	0	0	0	
ENSG00000253892.1	0	0	0	0	0	0	
ENSG00000034239.10	5	6	5	5	2	8	
ENSG00000233109.4	0	0	0	0	0	0	
ENSG00000019549.11	193	169	135	333	275	258	
ENSG00000168333.13	0	0	0	0	0	0	
ENSG00000253474.1	0	0	0	0	0	0	
ENSG00000199640.1	0	0	0	0	0	0	
ENSG00000254268.1	0	0	0	0	0	0	
ENSG00000253380.1	0	0	0	0	0	0	
ENSG00000253206.1	0	0	0	0	0	0	
ENSG00000253810.1	1	0	2	0	0	0	
ENSG00000253484.1	0	0	0	0	0	0	
ENSG00000271148.1	0	0	0	0	0	0	
ENSG00000147481.15	0	0	0	0	0	0	
ENSG00000253849.1	0	0	0	0	0	0	
ENSG00000254392.1	0	0	0	0	0	0	
ENSG00000254358.1	0	0	0	0	0	1	
ENSG00000253340.1	0	0	0	0	0	0	
ENSG00000201316.1	0	0	0	0	0	0	
ENSG00000253664.1	0	0	0	0	0	0	
ENSG00000147485.12	26	16	26	22	14	15	
ENSG00000254025.1	0	0	0	1	1	0	
ENSG00000254225.1	0	0	0	0	0	0	
ENSG00000272076.1	7	4	4	5	5	1	
ENSG00000168300.13	1207	1368	950	1405	1173	941	
ENSG00000253475.1	0	0	0	1	1	0	
ENSG00000228801.5	108	114	96	106	115	71	
ENSG00000272024.1	4	1	1	6	2	1	
ENSG00000253844.1	1	0	0	0	1	0	
ENSG00000254136.1	0	0	0	0	0	0	
ENSG00000147488.11	3	4	2	5	5	2	
ENSG00000254314.1	0	0	0	0	0	0	
ENSG00000253551.1	0	0	0	0	0	0	
ENSG00000253924.1	0	0	0	0	0	0	
ENSG00000240534.1	0	0	0	0	0	0	
ENSG00000196711.8	1	3	4	1	0	3	
ENSG00000023287.12	3773	4378	3700	4231	4042	3264	
ENSG00000271555.1	4	0	2	1	3	2	
ENSG00000183729.3	16	22	5	12	18	8	
ENSG00000248911.2	0	0	0	0	0	0	
ENSG00000250494.1	0	0	0	0	0	0	
ENSG00000254687.1	0	0	0	0	1	0	
ENSG00000082556.10	0	0	0	1	0	0	
ENSG00000260484.1	0	0	0	0	0	0	
ENSG00000274295.1	0	0	0	0	0	0	
ENSG00000253369.1	0	0	0	0	0	0	
ENSG00000254204.1	0	1	2	1	3	1	
ENSG00000237807.3	9	10	17	7	8	10	
ENSG00000240919.1	0	0	0	1	1	0	
ENSG00000206144.5	1	0	1	0	1	1	
ENSG00000253668.1	0	0	0	0	0	0	
ENSG00000047249.17	2452	2844	2364	2644	2813	2114	
ENSG00000147509.13	698	647	722	690	619	734	
ENSG00000272457.1	7	4	3	4	6	7	
ENSG00000244159.1	0	0	1	0	0	0	
ENSG00000200528.1	0	1	1	1	0	1	
ENSG00000187735.13	5091	6040	5549	5755	5847	5268	
ENSG00000253667.2	0	0	1	0	0	0	
ENSG00000260955.2	11	8	12	4	7	6	
ENSG00000120992.17	4314	5037	3987	5211	4542	4283	
ENSG00000254274.1	0	0	0	0	0	0	
ENSG00000276353.1	0	0	0	0	0	0	
ENSG00000137547.8	3912	4408	4550	4469	4352	4112	
ENSG00000251835.1	0	0	0	0	0	0	
ENSG00000270980.1	0	0	0	0	1	0	
ENSG00000253840.1	0	0	0	0	0	0	
ENSG00000199212.1	0	0	0	0	0	0	
ENSG00000276605.1	0	0	0	0	0	0	
ENSG00000244107.3	0	0	0	0	0	0	
ENSG00000164736.5	38	61	49	47	40	53	
ENSG00000274310.1	0	0	0	0	0	0	
ENSG00000270275.1	0	0	0	0	0	0	
ENSG00000104237.9	5	6	9	4	3	5	
ENSG00000226098.4	6	3	0	4	1	1	
ENSG00000253114.2	0	0	0	1	0	0	
ENSG00000206579.8	0	1	0	1	1	0	
ENSG00000253976.1	0	0	0	0	0	0	
ENSG00000253857.1	0	0	0	0	0	0	
ENSG00000248522.1	0	0	0	0	0	0	
ENSG00000254357.1	0	0	0	0	0	0	
ENSG00000167904.14	1170	1340	1221	1212	1210	1138	
ENSG00000222955.1	0	0	0	0	0	0	
ENSG00000137574.10	1965	2156	2191	2106	2133	1956	
ENSG00000254087.7	1585	2179	1870	1768	2086	1749	
ENSG00000254325.2	0	0	0	0	0	0	
ENSG00000199405.1	0	0	0	0	0	0	
ENSG00000240905.3	0	0	0	0	0	0	
ENSG00000241997.3	0	0	0	0	0	0	
ENSG00000236814.1	51	36	35	55	22	31	
ENSG00000008988.9	34964	35923	34402	39645	35989	31086	
ENSG00000238650.1	0	0	0	0	0	0	
ENSG00000253603.1	1	2	4	1	3	2	
ENSG00000248578.1	26	16	23	20	16	14	
ENSG00000172680.1	0	0	0	0	0	0	
ENSG00000221093.1	0	0	0	0	0	0	
ENSG00000181690.7	13	11	13	11	15	9	
ENSG00000170791.17	874	894	816	935	860	790	
ENSG00000272343.1	0	0	1	0	1	2	
ENSG00000254216.1	0	0	0	0	0	0	
ENSG00000170786.12	5	4	2	5	5	3	
ENSG00000253542.7	0	0	0	0	0	0	
ENSG00000181195.10	0	0	0	0	0	0	
ENSG00000254254.5	0	0	0	0	0	0	
ENSG00000253541.1	16	15	8	24	10	8	
ENSG00000246430.6	0	0	0	0	0	0	
ENSG00000253139.1	0	0	0	0	0	0	
ENSG00000241431.1	7	9	7	13	7	1	
ENSG00000254055.1	0	0	0	0	0	0	
ENSG00000270328.1	0	0	0	0	0	0	
ENSG00000206975.1	7	1	1	6	5	4	
ENSG00000104331.8	7853	9036	7823	9205	8510	7685	
ENSG00000222205.1	0	0	0	0	0	0	
ENSG00000253301.5	0	0	0	0	0	0	
ENSG00000251142.1	0	0	0	0	0	0	
ENSG00000253614.1	0	0	0	0	0	0	
ENSG00000215117.5	0	0	0	0	0	0	
ENSG00000202265.1	0	0	0	0	0	0	
ENSG00000253871.1	0	0	0	0	0	0	
ENSG00000243050.1	0	0	0	0	0	0	
ENSG00000253821.1	2	0	0	1	0	2	
ENSG00000253322.1	0	0	0	0	0	0	
ENSG00000254139.1	0	0	0	0	0	0	
ENSG00000205293.4	3	1	1	3	0	1	
ENSG00000253376.1	0	0	0	0	0	0	
ENSG00000169122.11	67	70	83	69	68	53	
ENSG00000253523.1	0	0	0	0	0	0	
ENSG00000253116.1	0	0	0	0	0	0	
ENSG00000242595.1	0	0	1	0	0	0	
ENSG00000253281.6	0	0	0	0	0	0	
ENSG00000215114.8	2338	2699	2463	2564	2463	2346	
ENSG00000250031.1	1	1	3	4	2	0	
ENSG00000167910.3	0	0	0	0	0	0	
ENSG00000254103.1	0	0	0	0	0	0	
ENSG00000137575.11	9149	10943	8299	9493	9631	7771	
ENSG00000035681.8	3233	3571	3423	3433	3504	3116	
ENSG00000242970.2	5	2	1	3	0	2	
ENSG00000198846.5	46	50	38	47	27	45	
ENSG00000201231.1	0	0	0	0	0	0	
ENSG00000254048.1	0	0	0	0	0	0	
ENSG00000167912.5	20	17	19	20	22	11	
ENSG00000206853.1	0	0	0	0	0	0	
ENSG00000201763.1	0	0	0	0	0	0	
ENSG00000254150.1	0	0	0	0	0	0	
ENSG00000253260.1	0	0	0	0	0	0	
ENSG00000253879.1	0	0	0	0	0	0	
ENSG00000253413.1	0	0	0	0	0	0	
ENSG00000253723.1	0	0	0	0	0	0	
ENSG00000278428.1	0	0	0	0	0	0	
ENSG00000254775.1	0	0	0	0	0	0	
ENSG00000254954.1	0	0	0	0	0	0	
ENSG00000178538.9	967	1116	1793	985	998	1566	
ENSG00000251396.6	11	10	11	17	16	14	
ENSG00000226301.3	0	0	0	0	0	1	
ENSG00000104388.14	7976	9167	7448	9048	8445	7501	
ENSG00000255321.1	0	0	0	0	0	0	
ENSG00000228862.4	0	0	1	0	1	0	
ENSG00000255289.1	0	0	0	0	0	0	
ENSG00000171316.11	1276	1458	1449	1775	1522	1470	
ENSG00000254432.1	0	0	0	0	0	0	
ENSG00000271377.1	0	0	1	0	0	0	
ENSG00000254777.5	2	0	0	0	0	0	
ENSG00000255397.1	6	8	3	8	5	4	
ENSG00000254802.1	0	1	0	0	0	0	
ENSG00000177182.10	44	69	45	79	55	43	
ENSG00000213881.3	48	31	26	45	25	25	
ENSG00000254222.1	0	0	0	0	0	0	
ENSG00000253711.1	0	0	0	0	0	0	
ENSG00000198363.17	84255	103297	92056	101006	102929	90418	
ENSG00000254285.3	349	133	115	279	129	97	
ENSG00000222898.1	34	45	49	46	58	44	
ENSG00000264408.1	1	0	2	1	1	1	
ENSG00000251127.2	28	44	40	34	24	20	
ENSG00000254119.5	11	4	3	4	6	3	
ENSG00000253834.1	0	0	0	0	0	0	
ENSG00000254120.1	0	0	0	0	0	0	
ENSG00000253544.1	0	1	1	0	0	0	
ENSG00000253789.1	0	0	0	0	0	0	
ENSG00000237810.3	1	1	4	2	2	2	
ENSG00000285971.1	4	4	4	2	6	7	
ENSG00000185942.11	32	47	55	44	51	41	
ENSG00000254050.1	0	0	0	0	0	0	
ENSG00000253975.1	0	0	0	0	0	0	
ENSG00000253517.1	1	0	1	2	0	0	
ENSG00000253431.1	0	0	0	0	0	0	
ENSG00000274956.2	19	21	18	31	25	23	
ENSG00000240915.2	0	0	0	0	0	0	
ENSG00000137563.11	4901	5323	4555	5140	5023	4423	
ENSG00000253121.1	0	0	0	0	0	0	
ENSG00000137561.4	67	70	57	66	68	60	
ENSG00000253555.1	0	0	0	1	1	0	
ENSG00000270673.1	60	67	57	61	72	48	
ENSG00000185728.16	5804	6266	5480	6386	5983	5515	
ENSG00000261542.1	13	20	13	18	11	17	
ENSG00000241964.3	0	0	0	0	0	0	
ENSG00000253205.5	0	0	0	0	0	0	
ENSG00000215096.3	0	0	0	0	0	0	
ENSG00000253894.1	0	0	0	0	0	0	
ENSG00000253583.1	0	0	0	1	0	0	
ENSG00000252358.1	0	0	0	0	0	0	
ENSG00000253554.6	0	0	0	0	1	0	
ENSG00000253762.1	0	0	0	0	0	0	
ENSG00000253734.1	0	0	0	0	0	0	
ENSG00000253231.1	0	0	0	0	0	0	
ENSG00000254377.5	0	0	0	0	0	0	
ENSG00000207816.1	0	0	0	0	0	0	
ENSG00000253750.1	0	0	0	0	0	0	
ENSG00000253800.1	0	0	0	0	0	0	
ENSG00000254102.1	0	0	0	0	0	0	
ENSG00000180828.2	0	0	0	0	0	0	
ENSG00000172817.3	61	66	61	72	53	64	
ENSG00000254330.1	0	0	0	0	0	0	
ENSG00000254006.5	0	0	0	0	0	0	
ENSG00000253493.1	0	0	0	0	0	0	
ENSG00000239261.1	0	0	0	0	0	0	
ENSG00000280725.2	0	0	0	0	0	0	
ENSG00000213873.4	0	0	1	0	0	0	
ENSG00000254081.1	0	0	0	0	0	0	
ENSG00000272010.1	7	2	3	6	7	5	
ENSG00000200714.1	0	0	0	0	0	0	
ENSG00000104442.9	3210	3742	3323	3480	3542	3095	
ENSG00000066855.15	2395	2792	2226	2709	2768	2220	
ENSG00000272155.1	1	3	3	1	4	1	
ENSG00000205268.10	1225	1318	1230	1564	1382	1165	
ENSG00000272192.1	2	4	5	7	2	1	
ENSG00000147570.9	7	14	15	7	7	13	
ENSG00000253190.3	12	18	9	10	9	16	
ENSG00000147573.16	27	28	36	24	29	23	
ENSG00000147571.4	2	3	4	0	7	4	
ENSG00000253138.5	0	0	0	2	0	0	
ENSG00000246145.1	5	7	10	6	3	8	
ENSG00000179041.3	4644	5377	5678	5078	5478	5431	
ENSG00000285655.1	0	0	0	0	0	0	
ENSG00000147576.16	10	12	9	17	10	15	
ENSG00000285791.1	2	2	2	3	2	1	
ENSG00000253623.1	1	0	0	0	0	0	
ENSG00000169085.12	4	1	4	0	1	6	
ENSG00000206949.1	0	0	0	0	0	0	
ENSG00000185697.16	1468	1683	2303	1528	1643	2221	
ENSG00000175073.7	1979	2368	1927	2265	2055	1811	
ENSG00000201365.1	0	0	0	0	0	0	
ENSG00000104205.13	276	293	283	324	292	263	
ENSG00000213865.7	74	79	75	79	66	57	
ENSG00000213005.3	1	1	1	2	0	1	
ENSG00000178460.17	57	54	47	59	55	56	
ENSG00000245910.8	3652	3668	3244	4242	3950	3430	
ENSG00000254341.2	0	0	0	0	0	0	
ENSG00000261787.1	23	29	22	33	25	17	
ENSG00000178125.14	4	7	5	6	3	1	
ENSG00000253223.1	2	0	3	1	1	0	
ENSG00000121022.13	3541	3791	3876	3656	3632	3369	
ENSG00000104218.14	1467	1616	1562	1628	1651	1414	
ENSG00000252637.1	9	5	3	9	5	3	
ENSG00000250869.2	0	0	0	0	0	0	
ENSG00000066777.8	3423	3917	3649	3904	3623	3250	
ENSG00000271966.1	14	16	11	20	21	5	
ENSG00000241961.1	0	0	0	0	1	0	
ENSG00000165078.12	2	3	1	1	1	2	
ENSG00000254253.1	0	0	0	0	0	0	
ENSG00000255130.1	0	0	0	0	0	0	
ENSG00000255531.1	0	0	0	0	0	0	
